oid,SPM_A_1,SPM_t0_1,SPM_gamma_1,SPM_beta_1,SPM_tau_rise_1,SPM_tau_fall_1,SPM_chi_1,SPM_A_2,SPM_t0_2,SPM_gamma_2,SPM_beta_2,SPM_tau_rise_2,SPM_tau_fall_2,SPM_chi_2
ZTF18aarikzk,0.17767674834084918,1.7335893556812743,9.425344708320603,0.06969453087648131,2.3127817835410274,9.45695772434743,0.060773560184977704,0.20473838901352637,3.201452440817907,5.622906940919211,0.07068700081224241,3.273111016787954,20.124256678678886,0.07577293841653612
ZTF18aarlpzd,0.9515295809149276,4.0624591927631855,19.32896735226158,0.7720950102373381,3.5677178568180024,24.452130033217912,0.35117803915902773,1.3794994934468883,1.232484782301619,27.71028121502595,0.7021842808459696,3.881646796097279,47.16696085913575,0.8883672536604341
ZTF18aarlukc,0.37010963832103294,2.9964466683288675,21.555859291449398,0.7752785246320081,3.7383637320315293,15.370465689239099,0.08432887864420029,0.25454915020091634,0.9548927017319198,11.60218961818873,0.11834076656048106,3.6352816624343127,24.788791186230075,0.2341762938684991
ZTF18aarwxum,0.15327629713803792,4.91795402500683,30.200053752986907,0.8098536182021107,4.046574881661297,26.637478518428907,0.03064191355218671,0.12791864776374373,5.330365486257927,46.16388133675652,0.856114690416511,3.4647566173806594,4.504942938575492,0.0758371781989837
ZTF18aarxzmv,0.24700026781551843,5.301718154215539,13.841455715850154,0.19776705077146656,2.9931011656017503,13.813777354109867,0.12033332793012544,0.32955930652988213,3.990128613412077,3.759370374060097,0.3945325990874248,7.841686883687785,19.173179446772973,0.07017123273165207
ZTF18aasdted,2.1699456114115665,-13.791208708501207,64.07825951501142,0.8105416080849914,35.86364820198669,29.50140573409614,115.78652727963122,1.9904538472796198,-2.160729090957185,66.05609331870603,0.8233048769826838,22.668852955588353,26.461259988318233,64.11173934602054
ZTF18aaslhxt,0.4254436663686572,8.064438898190536,29.626674813041664,0.8277089204681461,3.0351388524195864,20.19215967538124,0.33786255741422244,0.30183236677531294,2.391722528248687,34.672369655256766,0.6303186298626471,3.660489690169893,21.876100210710465,0.7879579493325081
ZTF18aasprui,0.5798217156978832,7.928994760887884,27.068911061024565,0.9498821044789859,2.7294889671014624,86.39887608743445,0.10474453142143934,0.5574191716052639,8.038733609528101,26.794910244894297,0.9066442815962267,2.9650385798895087,53.7958357132077,0.2405889121968223
ZTF18aasxvsg,0.16117821192514506,-0.017648361163390247,13.165954969727359,0.05481495530890958,1.169813140137335,5.942488501302902,1.7596037206716173,0.4154570208003155,23.622252225142653,10.664710615918292,0.76723604330127,8.672914784648096,21.81832775480128,1.6423739579958654
ZTF18aataafd,0.14438478695206783,1.7084914754245974,14.598193645062635,0.0781378454251607,3.9511016280554228,8.414985676059569,0.01061802738584554,0.14525157968378855,-1.8938177950275839,19.269011588759508,0.4890127048539865,2.877044879228707,28.789943573030992,0.018615344324339683
ZTF18aatyqds,0.34296314312516113,-0.6137171178749776,33.72506927067743,0.6494078948092722,2.6245283491200344,50.47604941630286,0.11911276791733261,0.30848438152342994,0.1847311285122035,68.20754625349052,0.5569959649004965,2.438437625918742,54.064017125842604,0.40521501185139286
ZTF18aauhxce,0.2350819002483156,-2.3494810581040237,18.346397122756333,0.786477641174203,8.906532444688631,17.578793748432926,0.04713915484933674,0.20573892648494743,14.19989117574359,20.660668827963306,0.6401606528391077,6.143023928133615,30.19834938246663,0.19488243013484177
ZTF18aaumeys,1.0831481259432434,-1.638806938642829,30.579067299180398,0.8589950796423507,3.114012427446059,26.924049017841163,0.6057271708415793,0.984019997527686,-7.769560356946631,66.31560012350019,0.8143402883624855,36.12862643731819,24.708167458686923,36.567225583633885
ZTF18aavjcpf,0.08058358922848415,42.863544729672974,99.99999999794538,0.17775718192005702,90.52091441779761,99.11656238037588,5.29106133651014,0.14452113946068643,28.291778914541187,79.6467565804813,0.4348891800793025,32.584345712892635,99.9694460229071,0.13532251499241071
ZTF18aavnvmp,0.2709819195529148,-2.2783188872209093,12.470626656850067,0.18587066864405744,6.009420861882464,11.371873539417425,0.16515818811921654,0.2865096274754661,7.107467890580853,14.182638144521883,0.5674475648471171,3.0197092941831607,24.742530373942962,0.11986893690780048
ZTF18aavnxar,0.21180090198096957,5.414556187853986,1.8125079845575212,0.02050064474836331,4.695064564950589,12.07223561113186,0.07310686881982242,0.2222143774193886,2.9826096354795206,7.6912945879829095,0.5067324295276587,2.449985785924764,32.44220794292498,0.09188887531368138
ZTF18aavqdyq,0.07214435341144611,49.99906968743554,36.104372254217836,2.8353502179680277e-05,47.326127235467965,28.49986496840017,0.045264738889941765,0.16951777138466834,33.798201528720035,47.59621615933671,0.22568342693156393,30.470499756799285,31.21889043966126,0.7012235100802041
ZTF18aavrwhu,0.26789141037476494,2.664717987316093,15.531484110838147,0.026807874236976243,2.1138461104347037,12.960590781626466,0.09180192448164472,0.3432077841262175,5.812118956839719,23.961703759509085,0.5659264593736218,3.9688834519863803,37.0282977156733,0.2108367683129113
ZTF18aavrzxp,0.22453250659892066,5.7047419960070425,7.303471759367358,0.20051163621245216,2.722487366418925,12.24647241972121,0.13348863130789596,0.2802377003321704,5.827044318829367,9.729829383178632,0.6252386819238757,7.152149568911082,31.230212563396606,0.032713314446807466
ZTF18aavsilo,0.35919263796049067,28.619421796386707,21.052791930835767,0.9771287965543946,3.8549889378410858,52.585431077812316,0.5187136327561261,1.0357346555780944,-12.340344182519756,24.302221101802758,0.6323684895868826,19.572286794575927,29.108917922003098,0.21011751563104297
ZTF18aawczad,0.36306889094172734,-7.269848429178574,19.906454804456867,0.812542214296107,20.765270112426446,17.879530010253582,,0.4065942763303438,-4.956314131739893,2.131373500219177,0.4651198808968216,1.000000000099971,40.00218257306572,
ZTF18aawjywv,0.31934878309383885,2.5243519498776323,12.044320339588097,0.12448797831890403,3.02017451779625,9.25827857326853,0.062305938810124514,0.6370766346015703,-13.133320046490624,22.328997181366617,0.5808855647735617,13.201025385556743,22.831105127960363,0.3801727887470814
ZTF18aawmxdx,0.26601491790924925,0.4822527990445288,17.97406884179742,0.09534646503421065,1.3633698315567357,9.000321045546203,0.02614208011260702,0.7151624807746588,7.121391195786357,9.272909430530863,0.6199253015405765,5.486661276835096,27.606016989775572,0.19985689595250386
ZTF18aawozzj,0.21917662409406727,-7.103832022435194,1.0006176294283728,0.31730478529848544,3.726802312214662,22.790805149240484,,0.08447617763205291,-11.389159549260176,16.802669038499246,0.00039925611412084717,11.846138874925252,31.643014452602092,
ZTF18aawpcel,0.13461701255822817,2.6357572197868655,10.818604278113378,0.00020384513128228365,12.434046413076333,13.908333526634697,0.0033372582730689217,0.14113959077222918,7.57832730360783,24.780663126946106,0.564832426239064,7.78825482599256,95.61523846278435,0.043944152387815204
ZTF18aawpwlf,0.37349424290821615,-15.925266331477047,26.187455559404054,0.5287128830440608,17.637697184032636,21.65696111119642,0.11292505475634829,0.3941206728641222,-0.13068055677383436,18.8738979717896,0.5004445908619117,7.436682863202937,35.89741115344603,0.039186298404679645
ZTF18aawrvit,0.17761167063277936,2.1571341885465016,12.809540055240337,0.252483971309752,20.822801506861712,99.67239569284904,0.03688571371481293,0.3033458976397711,2.160184200517571,29.750973321121027,0.66527793190691,2.7987767660378418,10.109922498629219,10.948911966463909
ZTF18aawurud,0.23967120440796846,-8.533848319179631,21.82283043795192,0.005854048446550525,8.842334187621441,11.185066479312573,2.0864956236209498,0.33282666012502793,0.4916915911426091,41.61152768864307,0.6485076097241683,2.229950915278159,99.9986536715081,0.240870371067482
ZTF18aawxlxf,0.22082124364778297,-4.517555895774939,19.505593248343732,0.6816380787319859,2.7287231576070745,11.497376921354173,,0.2775423101889531,5.0518673878007485,3.8866351358155224,0.4411091258235343,6.195458665323255,16.346119761060226,
ZTF18aaxavsk,0.14900851210692267,0.45163817087092284,16.002320299531053,0.03725687570194844,1.3542427436449704,14.492445810469219,0.04700145341453347,0.2143519565362866,6.673447304135503,20.058288011116584,0.589515157548983,5.519384601047966,33.944033400983585,0.32191817297787667
ZTF18aaxcntm,1.0029147712055322,3.7554168105137027,25.308555874436777,0.887751486755394,2.9381189603921163,34.81062334460425,0.52195839534225,0.7847639162372114,5.251681520136073,35.271955965939,0.7504857883071709,2.3193676786307136,27.36149498725798,2.529611914471327
ZTF18aaxcxih,0.2907743529928289,1.8114842969243439,2.8151866417090465,0.002489446902108961,8.633564224639398,11.499274606077162,0.04780175449159943,0.20238987768948594,4.30598848287246,19.856876030255297,0.5207170031835939,3.8202132967685194,28.787438672833634,0.12469729433266759
ZTF18aaxdrjn,0.7187241043328342,2.8509843906852996,11.598870598827725,0.2579687414928761,2.7415431872365468,9.820506773282439,0.22384085922583036,0.8952628061485366,-12.197593158594636,41.82151594487262,0.6349327477147659,28.67650304223767,18.66835489556124,32.78010031366796
ZTF18aaxkfos,0.22723605794222212,0.3742623415856178,13.58607946225712,0.20260981838754072,4.332769039825134,15.586019263485957,0.06629730311072989,0.39124516519773583,-11.416504253005003,9.727053874675542,0.477870129837261,4.3922694296976,24.78390721359358,
ZTF18aaxkqgy,0.6074814190012964,-28.12128934854671,56.28269601160624,0.7416608255529298,22.104156086529997,99.9505290792357,12.328287318807444,0.6599022044800378,-10.560932074708916,93.28526158601629,0.6199412969457546,98.43811597818396,18.489422311280585,1.6518053969169455
ZTF18aaxnkos,0.3072063704001295,4.8375918860332385,1.9144340453864974,0.007519929130456756,4.103276861191609,16.329910317715246,0.46166184575579977,0.26692539283936834,0.6886566252885543,11.835575310332658,0.32328926304877426,8.660688053155491,5.142597869883016,
ZTF18aaxokeg,0.2779609828791944,0.9184146652759646,27.94454870219478,0.8601377076235301,2.3070595075022124,38.56807960042968,0.013074469250102071,0.35295221611533156,0.09220438685905569,34.874418983609374,0.6888646029091308,1.1583232534345158,21.37712993254531,0.34735734394863793
ZTF18aaxqyki,0.1504101085778758,5.159323410920324,14.666719608664518,0.38084467740880606,3.2476665219070284,16.873037403273443,0.020158673619607558,0.10706826736644276,-1.1011695738147829,13.075931324410607,0.0804950359854695,1.983352806873125,21.21771311345507,0.04164705402465302
ZTF18aaxvpsw,0.16768628100545235,1.4619131017146543,18.319257040688505,0.43369435988618366,2.986839209847698,11.860469391437976,0.02637846560181408,0.16090106006279528,2.88451424494456,26.46828801336301,0.5573374386972546,3.371441583945242,15.497800833593569,0.0570822757338266
ZTF18aaxwjmp,0.17803749623837525,2.2393210519147724,25.585765746791722,0.7656830551162731,3.541058148971838,17.454697631003846,0.04082877102479241,0.1718820131593851,6.1554527318231385,21.49688016705702,0.5901734569975122,4.47138465228584,33.39525959250592,0.06415653813390063
ZTF18aaybfsd,0.779443206927304,4.730359558706462,32.82841514454761,0.9152269135216183,2.78145014999447,53.0131191548007,0.12588055614249835,0.8081372148768523,5.84359571696763,22.47967666421469,0.701208231854546,3.4662060716532563,32.28821128945315,0.3155844806263017
ZTF18aaydmkh,0.12753605073316937,2.4714519223869824,23.414123957762424,0.7758968500058809,3.6585192177004684,11.811038479795403,,0.1290703748693135,1.2202643599494842,2.4621718922929725,0.0005537005494380765,2.8228876117666464,30.560753592054493,0.3210241681462545
ZTF18aayiahw,,,,,,,,0.13692569177123304,5.728757323242282,32.61204093636382,0.6605044269366258,3.5104201429597763,18.052867768724067,0.08074052099674582
ZTF18aayidfz,0.14965115798267917,0.8045303965658762,10.77508874927608,0.0005279677393969295,3.1572497903864263,11.878134134663537,0.015252991488910817,0.16167515801459628,-2.320506250766189,12.80172206253482,0.143296043575275,6.368325624988236,18.35855070302469,0.117930118088301
ZTF18aayivoq,0.1465194689222142,3.570787611822981,3.7492464934383527,0.00043957653965811746,4.145500671429,11.68341645789606,0.16239511807174495,0.29017677792868546,-9.353988648816493,11.026731961022893,0.5360108313186885,13.156760981337301,62.258098446897044,
ZTF18aayivxm,0.128903298197974,4.881834772170639,20.89305891455627,0.22266796684486084,2.733008352665425,6.226319959970099,0.09037694196352493,0.199478183128694,9.347777680721538,20.312850432905122,0.6086875272314384,5.302974553743127,92.29892087063124,0.06528852791849646
ZTF18aayjvve,0.4534046922105351,8.318808172849335,27.681467204816013,0.8206185300991614,3.079247722501751,19.758510041048346,0.17234439592382123,0.4718069643440216,6.450039176292035,19.55694324125495,0.5509502963107319,3.5960388493897697,26.82545053600161,0.27550782954017916
ZTF18aayjyub,0.7341055984577928,8.793302933979055,27.69920145615053,0.7992318882559789,3.139622998006316,20.81077236827899,0.40899839967556517,0.5992646819954006,7.753341907599644,21.58731204846027,0.5205526205788434,2.796317498770944,32.31236785455522,0.7981200883764471
ZTF18aaykjei,0.11223876030602563,3.2896724985089776,43.395620571465265,0.7491588007798407,3.2413699034997863,91.45432246340893,0.02461795187334048,0.1994895771506618,8.522581568145899,33.99120327768089,0.5951694150540905,6.445126642323442,63.27112644300893,0.052788582600145836
ZTF18aaylbjm,0.04907907409406139,30.17524856597966,1.6811205223942445,0.0607802416649926,28.800758276403545,99.99999999999999,0.000928902482871081,0.23089083984043443,6.762345230663727,6.913346736207016,0.5436859838133999,3.7535485317043693,23.73630553693145,0.11425098414431435
ZTF18aaytovs,0.2772519477611816,6.992533488071261,26.42547838716604,0.7380968431854004,4.273514371002077,21.906002327100925,0.11338721600815838,0.25745292371936807,5.588593947773651,37.95991067642243,0.619408921869869,4.449038705363328,42.792988956347045,0.07104523619773968
ZTF18aazabmh,0.1428082766038094,4.041189508241504,21.678556648988945,0.6552801197256586,2.842579511297293,9.295012357265776,0.02579212731778452,0.1301976438749575,3.0643578184254916,44.28608887079016,0.799398961667968,2.3455068859906136,98.85993302371207,0.06696873442511612
ZTF18aazblzy,0.2252782328824488,3.1167362221573875,13.772047810268171,0.4022565872369239,2.2303235228708327,10.491183848043066,0.04353057177286206,0.1856085535826239,2.5951473071401656,24.760904115489005,0.5635009377831669,2.23792532654234,20.646879052034414,0.30228569278130035
ZTF18aazcoob,0.20992079617022824,9.246837112216129,24.063413637554135,0.7676837582270776,4.394896388065097,20.70570001428652,0.2297615668215741,0.19211991129577188,7.112769781261379,15.886687193618833,0.3979783447729304,4.969614150935544,24.595895304611865,0.04284676822160006
ZTF18aazixbw,0.15827497963571474,1.4240071028925565,13.710317395473655,0.0014760857331338412,2.276604115955067,9.339423614926522,0.030443757270806688,0.21675437783549828,3.5224325121602713,29.830521038831716,0.7234147632569004,2.8639368927962625,26.200504369783285,0.056815930713651576
ZTF18aazjztm,0.19092328334899358,4.276111505969976,5.766288754118196,0.2363651058899375,3.284848826855835,13.432442155297068,0.04880517475870172,0.13275457318784845,-1.5634026196649726,11.817303857666216,0.04290741852219327,3.6968878029903727,18.311352193118918,0.16624550929037213
ZTF18aazsabq,0.16575490109314794,3.3796587073731827,14.114964712498443,0.07780305838820932,1.9489029382069605,10.646509495615003,0.036806700252105806,0.282401856727176,7.045838118040892,12.263005459489102,0.49569641400505265,3.1605796177240935,24.349031157211233,0.08213643460782716
ZTF18abadjhx,0.13121602517235173,2.083360175594147,15.985816565460743,0.12782906175732758,3.149649357372948,10.874948314883877,0.0341421794918446,0.1913674639348972,-0.8355870072761276,3.53728055113703,0.07343375299770413,6.774012807587595,23.06709118578262,0.08099338279388112
ZTF18abbovuc,0.11655489859967436,-0.4911159951281659,20.16696009045502,0.001030167104352625,14.77962091109399,3.993300265909611,1.4473330627544694,0.2055515991132125,5.785418602176161,16.822973738346608,0.316868419193891,3.8510349745004215,17.673128514155295,0.08439060481791406
ZTF18abbpeqo,0.3166205850190845,3.689785147448973,19.204698582186015,0.6641136460866395,3.830045390121833,12.895776276647702,0.05370101422137997,0.3035616833500916,6.932618601870326,19.081604676963423,0.5884337885512132,3.679633541230625,31.74298042104657,0.11326360052849002
ZTF18abbvsiv,0.45403260753097624,1.26678625408965,6.997303786005987,0.04928206787630835,7.0252809545522235,9.269468155250161,0.15138169810134788,0.38228664920259753,2.8748544387067025,37.273305206950255,0.7803245982989162,3.3112428182608187,32.868728703301024,0.25216495620615065
ZTF18abcecfi,0.20325006771531587,9.728623119709724,2.1706158849272246,0.19635696509177145,4.924851437312103,11.988523277451248,0.03819084136744599,0.13468294453600207,2.076304940640816,41.593941551443834,0.7173149755185212,2.8967297417255664,14.219813737822543,0.16679120939874656
ZTF18abcfdzu,0.10962371361697679,27.069584834995272,68.79738379556375,0.45660783622756745,48.3161025423832,99.97859836501718,0.14095792740689453,0.2046551132383302,47.99142276284851,38.15550446029606,0.4077614308892401,29.25370456284517,99.95599753289875,0.18799326516824008
ZTF18abcflnz,1.525092714112957,8.747329871940972,30.431527014673858,0.8907916518522907,3.1863346598517612,37.95541379147052,0.8185525006632896,1.1481314017157285,3.6508589485944887,60.5786391898528,0.8514714407125428,17.810566993974973,28.27336242063744,50.36987457817095
ZTF18abcicrq,0.11380399070710229,-12.681325428211801,27.57935334897015,0.0019412338021062127,27.49078472418718,5.327717111363262,1.8816445065432128,0.13563672165903248,5.749239630952769,15.80094254243984,0.5786305971038845,6.712536440158466,43.163630060308364,
ZTF18abckujg,0.22010470238810356,6.613353267375705,17.98737691040736,0.5515396655102207,3.011056077676771,15.485282012132991,0.09024780665507143,0.26039329128241506,4.230624242756996,16.363639148768932,0.599122060354878,5.1978450372166165,29.95284011435768,0.10403826791746011
ZTF18abckujq,0.4552802335528916,13.103807885671351,27.930835558481633,0.9294143883177163,9.795322060688289,83.8130131988904,,0.3180342129658052,5.129334049545292,27.495641067057452,0.6189509359363765,3.4085436516031384,96.35363157943124,0.47427238386945403
ZTF18abckutn,0.10166812161047716,0.5902914962287615,37.774001430533325,0.6080333628527382,1.4649553916540263,71.005478872849,0.04835793527646581,0.1764335248951347,17.252070101892127,18.839917681645314,0.5147766649850809,13.781325572447837,99.99867200181886,0.1506137403194827
ZTF18abclfee,0.13019412320477683,2.7443180517871304,9.229368560233642,0.02945873878563863,1.9099595619209966,8.492600773379102,0.07440975186874306,0.15643070260673034,3.9776532808036134,32.6447490495826,0.7383354059707236,2.1415806128573203,44.27156305173075,0.06813178554738214
ZTF18abcpmwh,1.2307380817843907,-4.341759270734226,32.58412881996869,0.6736846928955185,7.967241845425599,62.80516228286147,0.03085230146963431,0.8296806214138528,-0.2196442774712687,60.042015875820354,0.3632012155287129,3.261630781729579,43.6251394955509,0.45209995501959827
ZTF18abcpolh,,,,,,,,0.7092646082678845,6.143754869140831,17.854892259270017,0.5282501572531358,3.740608725380577,27.12171786142009,1.0451233542948017
ZTF18abcptmt,0.1400224829113813,-1.1875772170681635,27.1708035637325,0.5968800108761162,1.1123095896406228,37.98226681668388,0.0296542094836531,0.21267509893444697,-23.87867477206539,69.08686648584613,0.7209956168954827,27.791751959582104,78.2238938033594,0.12482294060505222
ZTF18abcrtnq,0.15591231515822224,4.161010722609237,38.795643451423594,0.5941974356256257,2.8224034330015724,55.07702458746056,0.0329230477325369,0.16547059665328556,1.824675265587943,27.354784606787202,0.6758283600572319,3.2110202022334473,52.03420972002386,0.06247476304049933
ZTF18abcrxoj,1.3691808528882004,-11.219208391438894,50.00252874437226,0.8180302731600536,30.171850612424272,22.451127156391927,60.0551177904121,1.0085936305476704,5.136010334255131,36.32806564656233,0.7545084292351661,2.353372201707201,26.73832025889326,1.969094601898927
ZTF18abcrzfz,0.37577178834184677,2.412035863540097,31.957907871947317,0.8024328390872272,3.1443201524827593,13.158698642473675,0.044954407039304166,0.5484600372870534,-17.2117876878848,9.616607701492189,0.5060877284832571,22.161910723559092,97.00150223715755,19.292039522711587
ZTF18abcsgvj,0.15319808060649676,4.593927298976551,10.67517169698543,0.023855323553040687,2.2406173726594534,11.907928857971546,0.015588177694015014,0.251651088462081,4.677901060264795,16.950338866254,0.6649427264372745,3.1951699446694892,88.9637954493833,0.0289284191005353
ZTF18abcvush,0.42051861152181663,-9.791400134492719,15.553302733921708,0.5548514523111316,13.493372134816992,9.367158575659367,,0.2674753876243912,2.715093361453225,19.850446514932145,0.4688911902690427,2.9889044456893505,26.577434708059563,0.1021582748613018
